
50000,11363.8,0.30038,0.625,1,0.769231,
55000,10567.2,0.296282,0.75,1,0.857143,
60000,10415.2,0.288062,0.75,1,0.857143,
65000,9896,0.288739,0.875,1,0.933333,
70000,9288.25,0.27715,1,1,1,
