50000,304.28,0.246942,0.27215,0.878844,0.415602,
75000,234.965,0.21658,0.334199,0.925659,0.491094,
100000,205.077,0.203298,0.377633,0.961779,0.542327,
125000,185.537,0.192772,0.402886,0.970793,0.569447,
150000,174.454,0.185805,0.416739,0.985329,0.585742,
