50000,329.208,0.25126,0.248918,0.947282,0.394241,
75000,247.658,0.216135,0.310534,0.965022,0.469869,
100000,212.507,0.200701,0.360317,0.983458,0.527405,
125000,186.678,0.190712,0.394661,0.984876,0.563511,
150000,172.209,0.180703,0.411977,0.988573,0.581585,
